School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Salem Community High School,Salem CHSD 600,459.3,458.6,141.0,141.0,Illinois,38.6375082,-88.94296820000001,1200 North Broadway,62881,Marion County,Salem,17121,"1200 North Broadway, Salem, Illinois, 62881",952000,17121952000,2021.0,952000.0,Marion County,Illinois,232.0,19.0,124.0,76.0,13.0,3116.0,88.0,132.0,1324.0,633.0,459.0,307.0,173.0,8.2,53.4,32.8,5.6,2.8,4.2,42.5,20.3,14.7,9.9,5.6,1803.0,64669.0,82163.0,4498.0,7.0,0.2,4491.0,99.8,4167.0,92.6,168.0,3.7,0.0,0.0,31.0,0.7,0.0,0.0,0.0,0.0,125.0,2.8
Odin Attendance Center 9-12,Odin PSD 722,446.4,438.6,14.0,14.0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,021701,17179021701,2021.0,21701.0,Tazewell County,Illinois,384.0,82.0,111.0,114.0,77.0,3911.0,19.0,156.0,921.0,918.0,449.0,1009.0,439.0,21.4,28.9,29.7,20.1,0.5,4.0,23.5,23.5,11.5,25.8,11.2,2351.0,86202.0,97340.0,5805.0,110.0,1.9,5695.0,98.1,5626.0,96.9,16.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.9
Okawville Jr/Sr High School,West Washington Co CUD 10,494.0,495.2,42.0,42.0,Illinois,38.4265609,-89.5478006,400 South Hanover Street,62271,Washington County,Okawville,17189,"400 South Hanover Street, Okawville, Illinois, 62271",950200,17189950200,2021.0,950200.0,Washington County,Illinois,260.0,13.0,153.0,81.0,13.0,2660.0,67.0,178.0,815.0,495.0,382.0,454.0,269.0,5.0,58.8,31.2,5.0,2.5,6.7,30.6,18.6,14.4,17.1,10.1,1504.0,81500.0,85942.0,3725.0,104.0,2.8,3621.0,97.2,3440.0,92.3,30.0,0.8,0.0,0.0,70.0,1.9,0.0,0.0,0.0,0.0,81.0,2.2
Nashville Comm High School,Nashville CHSD 99,484.9,469.6,101.0,101.0,Illinois,38.3569814,-89.3606298,,N/A,Washington County,N/A,17189,,950300,17189950300,2021.0,950300.0,Washington County,Illinois,204.0,18.0,138.0,48.0,0.0,2294.0,75.0,105.0,829.0,514.0,334.0,229.0,208.0,8.8,67.6,23.5,0.0,3.3,4.6,36.1,22.4,14.6,10.0,9.1,1308.0,61707.0,67341.0,3113.0,4.0,0.1,3109.0,99.9,3075.0,98.8,25.0,0.8,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,4.0,0.1
Amundsen High School,City of Chicago SD 299,487.3,475.9,311.0,311.0,Illinois,41.9757105,-87.6800944,5110 North Damen Avenue,60625,Cook County,Chicago,17031,"5110 North Damen Avenue, Chicago, Illinois, 60625",040402,17031040402,2021.0,40402.0,Cook County,Illinois,238.0,0.0,16.0,19.0,203.0,3836.0,24.0,0.0,324.0,401.0,72.0,2189.0,826.0,0.0,6.7,8.0,85.3,0.6,0.0,8.4,10.5,1.9,57.1,21.5,2424.0,91016.0,111558.0,4621.0,600.0,13.0,4021.0,87.0,3521.0,76.2,60.0,1.3,0.0,0.0,261.0,5.6,0.0,0.0,15.0,0.3,164.0,3.5
Bogan High School,City of Chicago SD 299,400.1,391.6,176.0,176.0,Illinois,41.748772,-87.7208789,3939 West 79th Street,60652,Cook County,Chicago,17031,"3939 West 79th Street, Chicago, Illinois, 60652",700401,17031700401,2021.0,700401.0,Cook County,Illinois,867.0,65.0,420.0,355.0,27.0,4243.0,499.0,391.0,1023.0,1240.0,373.0,393.0,324.0,7.5,48.4,40.9,3.1,11.8,9.2,24.1,29.2,8.8,9.3,7.6,1926.0,69255.0,82305.0,6744.0,2812.0,41.7,3932.0,58.3,237.0,3.5,3437.0,51.0,0.0,0.0,67.0,1.0,0.0,0.0,9.0,0.1,182.0,2.7
Carver Military Academy HS,City of Chicago SD 299,448.8,431.5,93.0,93.0,Illinois,41.6566007,-87.58946619999999,13100 South Doty Avenue,60827,Cook County,Chicago,17031,"13100 South Doty Avenue, Chicago, Illinois, 60827",540102,17031540102,2021.0,540102.0,Cook County,Illinois,336.0,42.0,112.0,182.0,0.0,1797.0,6.0,337.0,670.0,564.0,61.0,75.0,84.0,12.5,33.3,54.2,0.0,0.3,18.8,37.3,31.4,3.4,4.2,4.7,1244.0,26518.0,27894.0,3399.0,24.0,0.7,3375.0,99.3,6.0,0.2,3369.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farragut Career Academy HS,City of Chicago SD 299,405.9,397.2,116.0,116.0,Illinois,41.8493963,-87.7084021,2345 South Christiana Avenue,60623,Cook County,Chicago,17031,"2345 South Christiana Avenue, Chicago, Illinois, 60623",300800,17031300800,2021.0,300800.0,Cook County,Illinois,452.0,181.0,143.0,101.0,27.0,2210.0,670.0,345.0,824.0,200.0,58.0,90.0,23.0,40.0,31.6,22.3,6.0,30.3,15.6,37.3,9.0,2.6,4.1,1.0,1149.0,30465.0,36204.0,4387.0,4308.0,98.2,79.0,1.8,59.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.0,0.0
Fenger Academy High School,City of Chicago SD 299,401.3,380.0,62.0,62.0,Illinois,41.6897069,-87.63784,11220 South Wallace Street,60628,Cook County,Chicago,17031,"11220 South Wallace Street, Chicago, Illinois, 60628",491200,17031491200,2021.0,491200.0,Cook County,Illinois,163.0,8.0,84.0,71.0,0.0,1456.0,42.0,114.0,540.0,377.0,179.0,111.0,93.0,4.9,51.5,43.6,0.0,2.9,7.8,37.1,25.9,12.3,7.6,6.4,646.0,46667.0,66503.0,1901.0,90.0,4.7,1811.0,95.3,90.0,4.7,1682.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.1
Foreman High School,City of Chicago SD 299,401.0,390.8,120.0,120.0,Illinois,41.93967,-87.75394059999999,3235 North Leclaire Avenue,60641,Cook County,Chicago,17031,"3235 North Leclaire Avenue, Chicago, Illinois, 60641",151001,17031151001,2021.0,151001.0,Cook County,Illinois,262.0,41.0,85.0,120.0,16.0,1839.0,159.0,158.0,411.0,432.0,173.0,389.0,117.0,15.6,32.4,45.8,6.1,8.6,8.6,22.3,23.5,9.4,21.2,6.4,899.0,85670.0,95097.0,2870.0,2004.0,69.8,866.0,30.2,690.0,24.0,9.0,0.3,0.0,0.0,155.0,5.4,0.0,0.0,0.0,0.0,12.0,0.4
Back of The Yards IB HS,City of Chicago SD 299,470.5,468.7,261.0,261.0,Illinois,41.8561467,-87.658113,,N/A,Cook County,Chicago,17031,,310600,17031310600,2021.0,310600.0,Cook County,Illinois,759.0,0.0,193.0,313.0,253.0,4004.0,311.0,528.0,1048.0,397.0,60.0,971.0,689.0,0.0,25.4,41.2,33.3,7.8,13.2,26.2,9.9,1.5,24.3,17.2,2289.0,68958.0,78408.0,5598.0,3156.0,56.4,2442.0,43.6,1830.0,32.7,183.0,3.3,0.0,0.0,320.0,5.7,0.0,0.0,89.0,1.6,20.0,0.4
Gage Park High School,City of Chicago SD 299,393.5,388.6,107.0,107.0,Illinois,41.79098279999999,-87.6895972,5630 South Rockwell Street,60629,Cook County,Chicago,17031,"5630 South Rockwell Street, Chicago, Illinois, 60629",835100,17031835100,2021.0,835100.0,Cook County,Illinois,858.0,234.0,283.0,313.0,28.0,2748.0,806.0,328.0,972.0,239.0,216.0,157.0,30.0,27.3,33.0,36.5,3.3,29.3,11.9,35.4,8.7,7.9,5.7,1.1,1331.0,43203.0,54525.0,4934.0,3993.0,80.9,941.0,19.1,53.0,1.1,854.0,17.3,0.0,0.0,21.0,0.4,0.0,0.0,0.0,0.0,13.0,0.3
Harlan Community Academy HS,City of Chicago SD 299,398.7,388.0,83.0,83.0,Illinois,41.7183438,-87.6209035,9652 South Michigan Avenue,60628,Cook County,Chicago,17031,"9652 South Michigan Avenue, Chicago, Illinois, 60628",490500,17031490500,2021.0,490500.0,Cook County,Illinois,264.0,0.0,14.0,231.0,19.0,1401.0,44.0,67.0,219.0,432.0,108.0,291.0,240.0,0.0,5.3,87.5,7.2,3.1,4.8,15.6,30.8,7.7,20.8,17.1,757.0,65179.0,79169.0,2065.0,26.0,1.3,2039.0,98.7,72.0,3.5,1916.0,92.8,0.0,0.0,31.0,1.5,0.0,0.0,0.0,0.0,20.0,1.0
Hirsch Metropolitan High Schoo,City of Chicago SD 299,374.4,365.6,27.0,27.0,Illinois,41.753991,-87.60192699999999,7740 South Ingleside Avenue,60619,Cook County,Chicago,17031,"7740 South Ingleside Avenue, Chicago, Illinois, 60619",691500,17031691500,2021.0,691500.0,Cook County,Illinois,181.0,17.0,111.0,53.0,0.0,1189.0,20.0,147.0,449.0,295.0,52.0,200.0,26.0,9.4,61.3,29.3,0.0,1.7,12.4,37.8,24.8,4.4,16.8,2.2,884.0,20109.0,29014.0,2002.0,33.0,1.6,1969.0,98.4,74.0,3.7,1894.0,94.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hubbard High School,City of Chicago SD 299,440.2,416.5,425.0,425.0,Illinois,41.7801987,-87.71864699999999,6200 South Hamlin Avenue,60629,Cook County,Chicago,17031,"6200 South Hamlin Avenue, Chicago, Illinois, 60629",650100,17031650100,2021.0,650100.0,Cook County,Illinois,557.0,90.0,285.0,174.0,8.0,2848.0,387.0,124.0,1459.0,298.0,242.0,176.0,162.0,16.2,51.2,31.2,1.4,13.6,4.4,51.2,10.5,8.5,6.2,5.7,1409.0,53697.0,67001.0,4584.0,3999.0,87.2,585.0,12.8,519.0,11.3,24.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,0.9
Hyde Park Academy High School,City of Chicago SD 299,405.6,386.7,168.0,168.0,Illinois,41.7821873,-87.58727119999999,6220 South Stony Island Avenue,60637,Cook County,Chicago,17031,"6220 South Stony Island Avenue, Chicago, Illinois, 60637",420100,17031420100,2021.0,420100.0,Cook County,Illinois,176.0,48.0,81.0,23.0,24.0,1107.0,22.0,43.0,304.0,423.0,110.0,113.0,92.0,27.3,46.0,13.1,13.6,2.0,3.9,27.5,38.2,9.9,10.2,8.3,861.0,19608.0,32824.0,1567.0,53.0,3.4,1514.0,96.6,58.0,3.7,1344.0,85.8,0.0,0.0,11.0,0.7,0.0,0.0,0.0,0.0,101.0,6.4
Thomas Kelly College Preparato,City of Chicago SD 299,434.6,430.9,419.0,419.0,Illinois,41.8183203,-87.69485890000001,4136 South California Avenue,60632,Cook County,Chicago,17031,"4136 South California Avenue, Chicago, Illinois, 60632",580501,17031580501,2021.0,580501.0,Cook County,Illinois,521.0,36.0,225.0,206.0,54.0,3109.0,475.0,273.0,1503.0,351.0,115.0,236.0,156.0,6.9,43.2,39.5,10.4,15.3,8.8,48.3,11.3,3.7,7.6,5.0,1534.0,43819.0,66898.0,4773.0,3592.0,75.3,1181.0,24.7,619.0,13.0,1.0,0.0,0.0,0.0,471.0,9.9,0.0,0.0,0.0,0.0,90.0,1.9
Kelvyn Park High School,City of Chicago SD 299,409.7,389.8,63.0,63.0,Illinois,41.9272439,-87.7359639,4343 West Wrightwood Avenue,60639,Cook County,Chicago,17031,"4343 West Wrightwood Avenue, Chicago, Illinois, 60639",200200,17031200200,2021.0,200200.0,Cook County,Illinois,373.0,22.0,68.0,230.0,53.0,3140.0,660.0,163.0,1029.0,545.0,171.0,330.0,242.0,5.9,18.2,61.7,14.2,21.0,5.2,32.8,17.4,5.4,10.5,7.7,1633.0,61319.0,75633.0,4248.0,3350.0,78.9,898.0,21.1,552.0,13.0,199.0,4.7,0.0,0.0,125.0,2.9,13.0,0.3,0.0,0.0,9.0,0.2
Kennedy High School,City of Chicago SD 299,466.3,448.7,331.0,331.0,Illinois,41.7902356,-87.7802853,6325 West 56th Street,60638,Cook County,Chicago,17031,"6325 West 56th Street, Chicago, Illinois, 60638",561100,17031561100,2021.0,561100.0,Cook County,Illinois,307.0,0.0,101.0,101.0,105.0,4228.0,312.0,290.0,1366.0,798.0,279.0,693.0,490.0,0.0,32.9,32.9,34.2,7.4,6.9,32.3,18.9,6.6,16.4,11.6,2185.0,97106.0,108798.0,5748.0,2852.0,49.6,2896.0,50.4,2827.0,49.2,27.0,0.5,0.0,0.0,42.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Kenwood Academy High School,City of Chicago SD 299,505.1,482.9,404.0,404.0,Illinois,41.8033307,-87.5894153,5015 South Blackstone Avenue,60615,Cook County,Chicago,17031,"5015 South Blackstone Avenue, Chicago, Illinois, 60615",390700,17031390700,2021.0,390700.0,Cook County,Illinois,689.0,162.0,49.0,109.0,369.0,4617.0,19.0,189.0,388.0,527.0,252.0,1032.0,2210.0,23.5,7.1,15.8,53.6,0.4,4.1,8.4,11.4,5.5,22.4,47.9,3513.0,71138.0,96427.0,5857.0,87.0,1.5,5770.0,98.5,1580.0,27.0,3276.0,55.9,0.0,0.0,694.0,11.8,0.0,0.0,0.0,0.0,220.0,3.8
Lake View High School,City of Chicago SD 299,447.4,433.2,307.0,307.0,Illinois,41.9552954,-87.668809,4015 North Ashland Avenue,60613,Cook County,Chicago,17031,"4015 North Ashland Avenue, Chicago, Illinois, 60613",060100,17031060100,2021.0,60100.0,Cook County,Illinois,193.0,19.0,0.0,7.0,167.0,2161.0,49.0,23.0,126.0,57.0,80.0,1022.0,804.0,9.8,0.0,3.6,86.5,2.3,1.1,5.8,2.6,3.7,47.3,37.2,1346.0,105875.0,197459.0,3211.0,220.0,6.9,2991.0,93.1,2384.0,74.2,123.0,3.8,0.0,0.0,271.0,8.4,0.0,0.0,0.0,0.0,213.0,6.6
Lane Technical High School,City of Chicago SD 299,607.7,607.0,1047.0,1047.0,Illinois,41.945166,-87.69065409999999,2501 West Addison Street,60618,Cook County,Chicago,17031,"2501 West Addison Street, Chicago, Illinois, 60618",843700,17031843700,2021.0,843700.0,Cook County,Illinois,35.0,0.0,0.0,35.0,0.0,1772.0,123.0,91.0,111.0,161.0,65.0,595.0,626.0,0.0,0.0,100.0,0.0,6.9,5.1,6.3,9.1,3.7,33.6,35.3,1040.0,161739.0,211809.0,2482.0,496.0,20.0,1986.0,80.0,1401.0,56.4,87.0,3.5,0.0,0.0,204.0,8.2,0.0,0.0,0.0,0.0,294.0,11.8
Marshall Metropolitan High Sch,City of Chicago SD 299,389.3,386.7,70.0,70.0,Illinois,41.8790699,-87.70656199999999,3250 West Adams Street,60624,Cook County,Chicago,17031,"3250 West Adams Street, Chicago, Illinois, 60624",271300,17031271300,2021.0,271300.0,Cook County,Illinois,181.0,28.0,86.0,67.0,0.0,545.0,53.0,53.0,141.0,157.0,40.0,73.0,28.0,15.5,47.5,37.0,0.0,9.7,9.7,25.9,28.8,7.3,13.4,5.1,343.0,33750.0,45501.0,1033.0,37.0,3.6,996.0,96.4,8.0,0.8,902.0,87.3,0.0,0.0,20.0,1.9,0.0,0.0,0.0,0.0,66.0,6.4
Mather High School,City of Chicago SD 299,450.2,441.2,392.0,392.0,Illinois,41.9880646,-87.701245,5835 North Lincoln Avenue,60659,Cook County,Chicago,17031,"5835 North Lincoln Avenue, Chicago, Illinois, 60659",020701,17031020701,2021.0,20701.0,Cook County,Illinois,93.0,7.0,12.0,56.0,18.0,1317.0,63.0,40.0,142.0,155.0,73.0,401.0,443.0,7.5,12.9,60.2,19.4,4.8,3.0,10.8,11.8,5.5,30.4,33.6,762.0,83571.0,107002.0,1728.0,243.0,14.1,1485.0,85.9,1161.0,67.2,140.0,8.1,8.0,0.5,139.0,8.0,0.0,0.0,0.0,0.0,37.0,2.1
Morgan Park High School,City of Chicago SD 299,419.4,400.3,231.0,231.0,Illinois,41.6922322,-87.6653314,1744 West Pryor Avenue,60643,Cook County,Chicago,17031,"1744 West Pryor Avenue, Chicago, Illinois, 60643",750200,17031750200,2021.0,750200.0,Cook County,Illinois,92.0,0.0,45.0,25.0,22.0,2178.0,3.0,26.0,170.0,864.0,167.0,497.0,451.0,0.0,48.9,27.2,23.9,0.1,1.2,7.8,39.7,7.7,22.8,20.7,1389.0,71228.0,89151.0,2856.0,258.0,9.0,2598.0,91.0,843.0,29.5,1725.0,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.1
Phillips Academy High School,City of Chicago SD 299,402.2,398.8,170.0,170.0,Illinois,41.8244255,-87.61981949999999,244 East Pershing Road,60653,Cook County,Chicago,17031,"244 East Pershing Road, Chicago, Illinois, 60653",839600,17031839600,2021.0,839600.0,Cook County,Illinois,313.0,44.0,109.0,140.0,20.0,1325.0,78.0,163.0,223.0,433.0,12.0,258.0,158.0,14.1,34.8,44.7,6.4,5.9,12.3,16.8,32.7,0.9,19.5,11.9,926.0,59688.0,69338.0,1845.0,151.0,8.2,1694.0,91.8,94.0,5.1,1578.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.7,9.0,0.5
Roosevelt High School,City of Chicago SD 299,409.2,400.1,213.0,213.0,Illinois,41.9657534,-87.714339,3436 West Wilson Avenue,60625,Cook County,Chicago,17031,"3436 West Wilson Avenue, Chicago, Illinois, 60625",140702,17031140702,2021.0,140702.0,Cook County,Illinois,661.0,120.0,182.0,296.0,63.0,3735.0,633.0,354.0,843.0,406.0,239.0,851.0,409.0,18.2,27.5,44.8,9.5,16.9,9.5,22.6,10.9,6.4,22.8,11.0,2048.0,61500.0,94216.0,5806.0,3878.0,66.8,1928.0,33.2,1446.0,24.9,50.0,0.9,0.0,0.0,374.0,6.4,0.0,0.0,0.0,0.0,58.0,1.0
Schurz High School,City of Chicago SD 299,423.5,416.9,323.0,323.0,Illinois,41.9474441,-87.7352682,3601 North Milwaukee Avenue,60641,Cook County,Chicago,17031,"3601 North Milwaukee Avenue, Chicago, Illinois, 60641",161100,17031161100,2021.0,161100.0,Cook County,Illinois,171.0,27.0,31.0,50.0,63.0,1421.0,24.0,57.0,229.0,185.0,35.0,549.0,342.0,15.8,18.1,29.2,36.8,1.7,4.0,16.1,13.0,2.5,38.6,24.1,777.0,137750.0,187817.0,2171.0,417.0,19.2,1754.0,80.8,1446.0,66.6,156.0,7.2,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,87.0,4.0
Senn High School,City of Chicago SD 299,469.5,454.0,338.0,338.0,Illinois,41.9890128,-87.6667743,5900 North Glenwood Avenue,60660,Cook County,Chicago,17031,"5900 North Glenwood Avenue, Chicago, Illinois, 60660",030500,17031030500,2021.0,30500.0,Cook County,Illinois,370.0,0.0,0.0,62.0,308.0,5394.0,167.0,170.0,491.0,606.0,396.0,2200.0,1364.0,0.0,0.0,16.8,83.2,3.1,3.2,9.1,11.2,7.3,40.8,25.3,2965.0,101063.0,119636.0,6703.0,1358.0,20.3,5345.0,79.7,4159.0,62.0,381.0,5.7,0.0,0.0,180.0,2.7,12.0,0.2,0.0,0.0,613.0,9.1
King College Prep High School,City of Chicago SD 299,488.8,476.3,112.0,112.0,Illinois,41.8138852,-87.6029812,4445 South Drexel Boulevard,60653,Cook County,Chicago,17031,"4445 South Drexel Boulevard, Chicago, Illinois, 60653",390300,17031390300,2021.0,390300.0,Cook County,Illinois,66.0,0.0,23.0,26.0,17.0,2163.0,44.0,213.0,685.0,469.0,110.0,355.0,287.0,0.0,34.8,39.4,25.8,2.0,9.8,31.7,21.7,5.1,16.4,13.3,1695.0,23861.0,46175.0,2890.0,100.0,3.5,2790.0,96.5,326.0,11.3,2437.0,84.3,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.7
Steinmetz College Prep HS,City of Chicago SD 299,423.0,407.9,328.0,328.0,Illinois,41.935631,-87.78415199999999,3030 North Mobile Avenue,60634,Cook County,Chicago,17031,"3030 North Mobile Avenue, Chicago, Illinois, 60634",190401,17031190401,2021.0,190401.0,Cook County,Illinois,358.0,62.0,117.0,169.0,10.0,2980.0,233.0,200.0,758.0,835.0,299.0,376.0,279.0,17.3,32.7,47.2,2.8,7.8,6.7,25.4,28.0,10.0,12.6,9.4,1307.0,77063.0,99608.0,4227.0,2722.0,64.4,1505.0,35.6,1110.0,26.3,83.0,2.0,0.0,0.0,312.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
Sullivan High School,City of Chicago SD 299,429.5,420.6,65.0,65.0,Illinois,42.0028084,-87.6689166,6631 North Bosworth Avenue,60626,Cook County,Chicago,17031,"6631 North Bosworth Avenue, Chicago, Illinois, 60626",830600,17031830600,2021.0,830600.0,Cook County,Illinois,376.0,50.0,95.0,140.0,91.0,3484.0,205.0,242.0,870.0,482.0,220.0,924.0,541.0,13.3,25.3,37.2,24.2,5.9,6.9,25.0,13.8,6.3,26.5,15.5,2127.0,59213.0,81463.0,4959.0,1558.0,31.4,3401.0,68.6,1774.0,35.8,1009.0,20.3,0.0,0.0,319.0,6.4,0.0,0.0,82.0,1.7,217.0,4.4
Taft High School,City of Chicago SD 299,488.0,468.9,792.0,792.0,Illinois,41.984587,-87.7916778,6530 West Bryn Mawr Avenue,60631,Cook County,Chicago,17031,"6530 West Bryn Mawr Avenue, Chicago, Illinois, 60631",100300,17031100300,2021.0,100300.0,Cook County,Illinois,218.0,22.0,31.0,133.0,32.0,4931.0,183.0,193.0,1432.0,739.0,362.0,1103.0,919.0,10.1,14.2,61.0,14.7,3.7,3.9,29.0,15.0,7.3,22.4,18.6,2750.0,75763.0,108289.0,6393.0,669.0,10.5,5724.0,89.5,5141.0,80.4,48.0,0.8,10.0,0.2,236.0,3.7,0.0,0.0,208.0,3.3,81.0,1.3
Tilden Career Communty Academy,City of Chicago SD 299,404.4,393.8,45.0,45.0,Illinois,41.8075276,-87.64235269999999,4747 South Union Avenue,60609,Cook County,Chicago,17031,"4747 South Union Avenue, Chicago, Illinois, 60609",843800,17031843800,2021.0,843800.0,Cook County,Illinois,51.0,0.0,44.0,7.0,0.0,1125.0,66.0,144.0,381.0,314.0,72.0,90.0,58.0,0.0,86.3,13.7,0.0,5.9,12.8,33.9,27.9,6.4,8.0,5.2,704.0,29844.0,48387.0,1425.0,219.0,15.4,1206.0,84.6,442.0,31.0,618.0,43.4,0.0,0.0,102.0,7.2,0.0,0.0,0.0,0.0,44.0,3.1
Von Steuben Metro Science HS,City of Chicago SD 299,514.1,507.0,404.0,404.0,Illinois,41.9727844,-87.7128743,5039 North Kimball Avenue,60625,Cook County,Chicago,17031,"5039 North Kimball Avenue, Chicago, Illinois, 60625",831800,17031831800,2021.0,831800.0,Cook County,Illinois,907.0,60.0,182.0,417.0,248.0,4620.0,384.0,365.0,791.0,718.0,274.0,1083.0,1005.0,6.6,20.1,46.0,27.3,8.3,7.9,17.1,15.5,5.9,23.4,21.8,2506.0,68885.0,87874.0,6981.0,1474.0,21.1,5507.0,78.9,3129.0,44.8,280.0,4.0,0.0,0.0,1848.0,26.5,0.0,0.0,76.0,1.1,174.0,2.5
Lincoln Park High School,City of Chicago SD 299,533.1,525.9,511.0,511.0,Illinois,41.91840819999999,-87.64584479999999,2001 North Orchard Street,60614,Cook County,Chicago,17031,"2001 North Orchard Street, Chicago, Illinois, 60614",071200,17031071200,2021.0,71200.0,Cook County,Illinois,145.0,8.0,45.0,69.0,23.0,1668.0,47.0,0.0,62.0,24.0,48.0,799.0,688.0,5.5,31.0,47.6,15.9,2.8,0.0,3.7,1.4,2.9,47.9,41.2,1008.0,132000.0,200306.0,2217.0,198.0,8.9,2019.0,91.1,1649.0,74.4,133.0,6.0,0.0,0.0,175.0,7.9,0.0,0.0,0.0,0.0,62.0,2.8
Washington G High School,City of Chicago SD 299,439.2,418.5,310.0,310.0,Illinois,41.6877874,-87.53611099999999,3611 East 114th Street,60617,Cook County,Chicago,17031,"3611 East 114th Street, Chicago, Illinois, 60617",520600,17031520600,2021.0,520600.0,Cook County,Illinois,222.0,50.0,98.0,56.0,18.0,1591.0,214.0,146.0,561.0,236.0,293.0,74.0,67.0,22.5,44.1,25.2,8.1,13.5,9.2,35.3,14.8,18.4,4.7,4.2,778.0,81742.0,81376.0,2655.0,2433.0,91.6,222.0,8.4,222.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wells Community Academy HS,City of Chicago SD 299,401.1,389.9,71.0,71.0,Illinois,41.8991215,-87.6682922,936 North Ashland Avenue,60622,Cook County,Chicago,17031,"936 North Ashland Avenue, Chicago, Illinois, 60622",242100,17031242100,2021.0,242100.0,Cook County,Illinois,297.0,18.0,61.0,103.0,115.0,3161.0,38.0,18.0,59.0,264.0,92.0,1663.0,1027.0,6.1,20.5,34.7,38.7,1.2,0.6,1.9,8.4,2.9,52.6,32.5,1971.0,177356.0,185382.0,3934.0,548.0,13.9,3386.0,86.1,2628.0,66.8,16.0,0.4,0.0,0.0,301.0,7.7,0.0,0.0,63.0,1.6,378.0,9.6
Crane Medical Prep HS,City of Chicago SD 299,437.8,424.9,92.0,92.0,Illinois,41.8769747,-87.68322979999999,2245 West Jackson Boulevard,60612,Cook County,Chicago,17031,"2245 West Jackson Boulevard, Chicago, Illinois, 60612",838000,17031838000,2021.0,838000.0,Cook County,Illinois,130.0,19.0,0.0,21.0,90.0,1820.0,53.0,156.0,454.0,464.0,180.0,374.0,139.0,14.6,0.0,16.2,69.2,2.9,8.6,24.9,25.5,9.9,20.5,7.6,1396.0,32833.0,60163.0,2612.0,368.0,14.1,2244.0,85.9,426.0,16.3,1499.0,57.4,0.0,0.0,49.0,1.9,0.0,0.0,27.0,1.0,243.0,9.3
Disney II Magnet HS,City of Chicago SD 299,486.2,463.6,112.0,112.0,Illinois,41.9521904,-87.7206118,3900 North Lawndale Avenue,60618,Cook County,Chicago,17031,"3900 North Lawndale Avenue, Chicago, Illinois, 60618",160900,17031160900,2021.0,160900.0,Cook County,Illinois,157.0,0.0,52.0,68.0,37.0,1907.0,0.0,33.0,344.0,160.0,202.0,731.0,437.0,0.0,33.1,43.3,23.6,0.0,1.7,18.0,8.4,10.6,38.3,22.9,1105.0,91615.0,113500.0,2512.0,867.0,34.5,1645.0,65.5,1286.0,51.2,81.0,3.2,0.0,0.0,178.0,7.1,0.0,0.0,0.0,0.0,100.0,4.0
