School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
Rochelle Twp High School,Rochelle Twp HSD 212,Rochelle,Ogle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,12-Sep,457.8,455.4,41,40,13.8,5.2,50.5,29.5,17.6,2.4,46.3,37,9.3,7.4,210,210,Illinois,41.9427732,-89.0777855,1401 East Flagg Road,61068,Ogle County,Rochelle,17141,"1401 East Flagg Road, Rochelle, Illinois, 61068",961200,17141961200,2022,961200,Ogle County,Illinois,896,254,238,403,1,4593,123,311,1265,1356,462,647,429,28.3,26.6,45,0.1,2.7,6.8,27.5,29.5,10.1,14.1,9.3,2735,77413,85901,7222,1470,20.4,5752,79.6,5383,74.5,68,0.9,44,0.6,11,0.2,0,0,0,0,246,3.4,455.4,457.8
Oregon  Jr/Sr High School,Oregon CUSD 220,Oregon,Ogle,UNIT,MEDIUM,HIGH SCHOOL,12-Jul,478.2,447.4,27,50.5,18,4.5,56.8,26.1,16.2,0.9,38.9,40.7,16.7,3.7,111,111,Illinois,42.0169039,-89.341667,,N/A,Ogle County,N/A,17141,,961400,17141961400,2022,961400,Ogle County,Illinois,307,17,168,109,13,3229,131,153,1269,658,377,365,276,5.5,54.7,35.5,4.2,4.1,4.7,39.3,20.4,11.7,11.3,8.5,1997,71319,76369,4447,330,7.4,4117,92.6,4020,90.4,23,0.5,3,0.1,20,0.4,0,0,0,0,51,1.1,447.4,478.2
Polo Comm High School,Polo CUSD 222,Polo,Ogle,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,502.6,472.1,30.8,33.3,25.6,10.3,46.2,28.2,20.5,5.1,35,35,20,10,39,39,Illinois,41.9858937,-89.568095,100 South Union Avenue,61064,Ogle County,Polo,17141,"100 South Union Avenue, Polo, Illinois, 61064",961500,17141961500,2022,961500,Ogle County,Illinois,198,49,87,45,17,3156,68,113,1423,545,393,408,206,24.7,43.9,22.7,8.6,2.2,3.6,45.1,17.3,12.5,12.9,6.5,1852,70855,79797,4266,156,3.7,4110,96.3,4073,95.5,0,0,0,0,24,0.6,0,0,0,0,13,0.3,472.1,502.6
Stillman Valley High School,Meridian CUSD 223,Stillman Valley,Ogle,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,495.3,466.8,27.6,38.2,25.2,8.9,45.5,30.1,20.3,4.1,28.6,44.4,17.5,9.5,123,123,Illinois,42.1015935,-89.1773544,425 South Pine Street,61084,Ogle County,Stillman Valley,17141,"425 South Pine Street, Stillman Valley, Illinois, 61084",961002,17141961002,2022,961002,Ogle County,Illinois,333,29,130,162,12,2239,46,59,621,584,291,381,257,8.7,39,48.6,3.6,2.1,2.6,27.7,26.1,13,17,11.5,1215,95054,105754,3789,444,11.7,3345,88.3,3262,86.1,10,0.3,0,0,5,0.1,0,0,18,0.5,50,1.3,466.8,495.3
Byron High School 9-12,Byron CUSD 226,Byron,Ogle,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,504.6,499.3,20.8,40.6,31.7,6.9,31.7,29.7,32.7,5.9,27.1,37.3,30.5,5.1,101,101,Illinois,42.1304,-89.2656985,696 North Colfax Street,61010,Ogle County,Byron,17141,"696 North Colfax Street, Byron, Illinois, 61010",961700,17141961700,2022,961700,Ogle County,Illinois,448,69,141,183,55,3114,40,141,806,914,297,691,225,15.4,31.5,40.8,12.3,1.3,4.5,25.9,29.4,9.5,22.2,7.2,1851,77087,97171,4700,376,8,4324,92,4140,88.1,6,0.1,0,0,0,0,0,0,5,0.1,173,3.7,499.3,504.6
Erie High School,Erie CUSD 1,Erie,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,492.4,466.2,20.6,47.1,29.4,2.9,47.1,23.5,26.5,2.9,43.8,18.8,37.5,0,34,34,Illinois,41.6517863,-90.0749404,435 6th Avenue,61250,Whiteside County,Erie,17195,"435 6th Avenue, Erie, Illinois, 61250",600,17195000600,2022,600,Whiteside County,Illinois,221,62,69,79,11,2577,37,125,950,659,281,363,162,28.1,31.2,35.7,5,1.4,4.9,36.9,25.6,10.9,14.1,6.3,1627,73021,85932,3804,159,4.2,3645,95.8,3486,91.6,8,0.2,10,0.3,6,0.2,0,0,15,0.4,120,3.2,466.2,492.4
Fulton High School,River Bend CUSD 2,Fulton,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,498.4,472.9,17.7,54.8,19.4,8.1,45.2,29,25.8,0,12.8,59,20.5,7.7,62,62,Illinois,41.8650201,-90.1538369,1207 12th Street,61252,Whiteside County,Fulton,17195,"1207 12th Street, Fulton, Illinois, 61252",500,17195000500,2022,500,Whiteside County,Illinois,106,36,41,29,0,2713,13,318,1150,554,267,290,121,34,38.7,27.4,0,0.5,11.7,42.4,20.4,9.8,10.7,4.5,1634,47292,78776,3519,12,0.3,3507,99.7,3435,97.6,19,0.5,0,0,13,0.4,0,0,0,0,40,1.1,472.9,498.4
Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,505.5,451.6,15.9,40.9,40.9,2.3,52.3,31.8,15.9,0,20,40,35,5,44,44,Illinois,41.6760686,-89.9385776,38 Ferry Street,61277,Whiteside County,Prophetstown,17195,"38 Ferry Street, Prophetstown, Illinois, 61277",700,17195000700,2022,700,Whiteside County,Illinois,189,22,75,68,24,1808,45,55,793,364,194,173,184,11.6,39.7,36,12.7,2.5,3,43.9,20.1,10.7,9.6,10.2,987,77841,89705,2590,43,1.7,2547,98.3,2439,94.2,43,1.7,0,0,2,0.1,0,0,0,0,63,2.4,451.6,505.5
Sterling High School,Sterling CUSD 5,Sterling,Whiteside,UNIT,LARGE,HIGH SCHOOL,12-Sep,456.2,451.8,35,47.3,13.2,4.5,50.7,32,16.4,0.9,39.7,44.8,12.9,2.6,221,222,Illinois,41.8032554,-89.6913331,1608 4th Avenue,61081,Whiteside County,Sterling,17195,"1608 4th Avenue, Sterling, Illinois, 61081",1101,17195001101,2022,1101,Whiteside County,Illinois,299,56,6,204,33,2017,140,38,561,643,311,212,112,18.7,2,68.2,11,6.9,1.9,27.8,31.9,15.4,10.5,5.6,1174,54195,93175,2923,648,22.2,2275,77.8,2230,76.3,23,0.8,0,0,22,0.8,0,0,0,0,0,0,451.8,456.2
Morrison High School,Morrison CUSD 6,Morrison,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,493.8,458.6,20.3,52.2,24.6,2.9,47.8,36.2,13,2.9,25.8,58.1,9.7,6.5,69,69,Illinois,41.7994908,-89.9700862,643 Genesee Avenue,61270,Whiteside County,Morrison,17195,"643 Genesee Avenue, Morrison, Illinois, 61270",300,17195000300,2022,300,Whiteside County,Illinois,229,0,109,120,0,2190,12,86,808,449,338,247,250,0,47.6,52.4,0,0.5,3.9,36.9,20.5,15.4,11.3,11.4,1266,68125,81605,3166,55,1.7,3111,98.3,3077,97.2,10,0.3,0,0,15,0.5,0,0,0,0,9,0.3,458.6,493.8
Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,HIGH SCHOOL,SMALL,HIGH SCHOOL,12-Sep,486,451.5,18.7,59.7,17.3,4.3,53.2,29.5,17.3,0,30.5,50.8,15.3,3.4,139,139,Illinois,41.7799259,-89.7044125,101 12th Avenue,61071,Whiteside County,Rock Falls,17195,"101 12th Avenue, Rock Falls, Illinois, 61071",1600,17195001600,2022,1600,Whiteside County,Illinois,272,64,142,47,19,1588,65,99,576,341,290,116,101,23.5,52.2,17.3,7,4.1,6.2,36.3,21.5,18.3,7.3,6.4,1037,53013,62247,2349,536,22.8,1813,77.2,1797,76.5,2,0.1,13,0.6,0,0,0,0,0,0,1,0,451.5,486
Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,12-Sep,384.2,370.5,77.3,22,0.7,0,92.9,7.1,0,0,81.3,18.8,0,0,141,141,Illinois,40.6801782,-89.6343006,811 South Griswold Street,61605,Peoria County,Peoria,17143,"811 South Griswold Street, Peoria, Illinois, 61605",600,17143000600,2022,600,Peoria County,Illinois,244,10,176,18,40,1723,165,279,674,278,128,137,62,4.1,72.1,7.4,16.4,9.6,16.2,39.1,16.1,7.4,8,3.6,1199,26080,41661,2668,270,10.1,2398,89.9,856,32.1,1460,54.7,0,0,0,0,0,0,0,0,82,3.1,370.5,384.2
Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,12-Sep,396.4,376.5,74.9,22.2,2.3,0.5,89.2,9.8,1,0,79.4,17.2,2.8,0.6,389,388,Illinois,40.7071059,-89.599675,1615 North North Street,61604,Peoria County,Peoria,17143,"1615 North North Street, Peoria, Illinois, 61604",2100,17143002100,2022,2100,Peoria County,Illinois,563,160,263,125,15,2438,335,224,1009,467,148,230,25,28.4,46.7,22.2,2.7,13.7,9.2,41.4,19.2,6.1,9.4,1,1712,46163,59445,3874,551,14.2,3323,85.8,1764,45.5,1394,36,0,0,3,0.1,0,0,0,0,162,4.2,376.5,396.4
Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,12-Sep,485.9,464.5,29.4,39.2,21.6,9.8,51,21.6,21.8,5.6,35.6,35.6,18.4,10.4,361,361,Illinois,40.763271,-89.613827,6301 North University Street,61614,Peoria County,Peoria,17143,"6301 North University Street, Peoria, Illinois, 61614",3103,17143003103,2022,3103,Peoria County,Illinois,359,0,18,102,239,2050,14,30,401,347,113,543,602,0,5,28.4,66.6,0.7,1.5,19.6,16.9,5.5,26.5,29.4,1448,63329,81450,3084,7,0.2,3077,99.8,1989,64.5,601,19.5,0,0,454,14.7,0,0,19,0.6,14,0.5,464.5,485.9
Quest Charter School Academy,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,CHARTER SCH,12-May,414.8,393.5,69.6,21.7,8.7,0,84.8,10.9,4.3,0,56.5,30.4,13,0,46,46,Illinois,40.71847,-89.613107,,61604,Peoria County,Peoria,17143,,2200,17143002200,2022,2200,Peoria County,Illinois,283,4,128,121,30,2664,66,205,783,751,250,351,258,1.4,45.2,42.8,10.6,2.5,7.7,29.4,28.2,9.4,13.2,9.7,1749,57775,60300,3844,464,12.1,3380,87.9,1865,48.5,1252,32.6,7,0.2,45,1.2,0,0,0,0,211,5.5,393.5,414.8
Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,476,479.4,34.6,38.5,23.1,3.8,42.3,32.1,19.2,6.4,44.4,30.6,19.4,5.6,78,78,Illinois,40.7563942,-90.0373201,,N/A,Knox County,N/A,17095,,1600,17095001600,2022,1600,Knox County,Illinois,172,24,80,62,6,2073,23,82,842,529,245,273,79,14,46.5,36,3.5,1.1,4,40.6,25.5,11.8,13.2,3.8,1221,62148,78987,2933,22,0.8,2911,99.2,2772,94.5,90,3.1,8,0.3,10,0.3,0,0,0,0,31,1.1,479.4,476
Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,530.7,528.7,13.3,42.2,33.3,11.1,17.8,31.1,48.9,2.2,18.2,40.9,36.4,4.5,45,45,Illinois,40.8421661,-89.8810119,323 East Clinton Street,61517,Peoria County,Brimfield,17143,"323 East Clinton Street, Brimfield, Illinois, 61517",3900,17143003900,2022,3900,Peoria County,Illinois,654,77,173,351,53,5770,127,175,670,866,649,1634,1649,11.8,26.5,53.7,8.1,2.2,3,11.6,15,11.2,28.3,28.6,3184,136250,162252,9397,292,3.1,9105,96.9,7207,76.7,361,3.8,0,0,1123,12,3,0,2,0,409,4.4,528.7,530.7
Limestone Community High School,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,12-Sep,464.9,439.9,38.7,41,15.1,5.2,59.4,24.1,14.2,2.4,41.3,41.3,10.1,7.3,212,212,Illinois,40.6389269,-89.6812476,4201 South Airport Road,61607,Peoria County,Bartonville,17143,"4201 South Airport Road, Bartonville, Illinois, 61607",4801,17143004801,2022,4801,Peoria County,Illinois,275,27,47,191,10,3374,66,114,1105,857,403,553,276,9.8,17.1,69.5,3.6,2,3.4,32.8,25.4,11.9,16.4,8.2,1880,85727,100558,4649,95,2,4554,98,4366,93.9,27,0.6,3,0.1,6,0.1,0,0,10,0.2,142,3.1,439.9,464.9
Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,HIGH SCHOOL,12-Sep,499.2,477.1,21.3,45.8,24.5,8.4,45.2,29,18.7,7.1,27.1,47.1,17.1,8.6,155,155,Illinois,40.9128065,-89.5030931,1300 West Sycamore Street,61523,Peoria County,Chillicothe,17143,"1300 West Sycamore Street, Chillicothe, Illinois, 61523",3602,17143003602,2022,3602,Peoria County,Illinois,341,0,178,163,0,3979,65,57,1466,827,499,770,295,0,52.2,47.8,0,1.6,1.4,36.8,20.8,12.5,19.4,7.4,2527,58999,73727,5595,194,3.5,5401,96.5,4720,84.4,111,2,0,0,18,0.3,0,0,0,0,552,9.9,477.1,499.2
Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,537.3,502.8,2.5,60,25,12.5,27.5,37.5,32.5,2.5,0,70.6,23.5,5.9,40,40,Illinois,40.781161,-89.969831,301 West Butternut Street,61529,Peoria County,Elmwood,17143,"301 West Butternut Street, Elmwood, Illinois, 61529",4000,17143004000,2022,4000,Peoria County,Illinois,264,16,134,95,19,2893,52,102,915,529,272,697,326,6.1,50.8,36,7.2,1.8,3.5,31.6,18.3,9.4,24.1,11.3,1675,82837,93868,4351,82,1.9,4269,98.1,4212,96.8,0,0,0,0,23,0.5,0,0,0,0,34,0.8,502.8,537.3
Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,HIGH SCHOOL,12-Sep,558.6,564.2,13.2,30.8,30.2,25.8,20,19.4,37.2,23.4,15.9,29.3,31.7,23.2,325,325,Illinois,40.8547012,-89.6750033,5220 Legion Hall Road,61525,Peoria County,Dunlap,17143,"5220 Legion Hall Road, Dunlap, Illinois, 61525",3900,17143003900,2022,3900,Peoria County,Illinois,654,77,173,351,53,5770,127,175,670,866,649,1634,1649,11.8,26.5,53.7,8.1,2.2,3,11.6,15,11.2,28.3,28.6,3184,136250,162252,9397,292,3.1,9105,96.9,7207,76.7,361,3.8,0,0,1123,12,3,0,2,0,409,4.4,564.2,558.6
Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,441.4,430,40.5,47.6,11.9,0,59.5,33.3,7.1,0,50,43.8,6.3,0,42,42,Illinois,40.7452736,-89.5856857,508 East Glen Avenue,61616,Peoria County,Peoria Heights,17143,"508 East Glen Avenue, Peoria Heights, Illinois, 61616",4300,17143004300,2022,4300,Peoria County,Illinois,122,0,59,63,0,1488,10,88,456,504,278,70,82,0,48.4,51.6,0,0.7,5.9,30.6,33.9,18.7,4.7,5.5,981,50720,54207,2057,19,0.9,2038,99.1,1715,83.4,119,5.8,0,0,0,0,0,0,0,0,204,9.9,430,441.4
Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Jun,503.1,506.5,21.6,43.1,25.5,9.8,31.4,25.5,43.1,0,20.7,44.8,24.1,10.3,51,51,Illinois,40.9320652,-89.7526607,302 Cordis Street,61559,Peoria County,Princeville,17143,"302 Cordis Street, Princeville, Illinois, 61559",3800,17143003800,2022,3800,Peoria County,Illinois,264,19,114,88,43,2244,48,70,982,376,300,294,174,7.2,43.2,33.3,16.3,2.1,3.1,43.8,16.8,13.4,13.1,7.8,1238,64737,81374,3357,127,3.8,3230,96.2,3053,90.9,13,0.4,12,0.4,0,0,0,0,27,0.8,125,3.7,506.5,503.1
Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,491.3,494.9,16.4,54.1,23,6.6,29.5,34.4,34.4,1.6,21.4,60.7,10.7,7.1,61,61,Illinois,40.574449,-89.8073123,9611 South Hanna City Glasford Road,61533,Peoria County,Glasford,17143,"9611 South Hanna City Glasford Road, Glasford, Illinois, 61533",4901,17143004901,2022,4901,Peoria County,Illinois,207,17,82,88,20,2543,18,83,1168,571,230,310,163,8.2,39.6,42.5,9.7,0.7,3.3,45.9,22.5,9,12.2,6.4,1344,72222,88015,3634,29,0.8,3605,99.2,3523,96.9,0,0,0,0,0,0,0,0,2,0.1,80,2.2,494.9,491.3
United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,12-Sep,436.6,425.5,50,39.1,9,2,67.4,21.7,8.8,2,56.8,33.5,8.7,1,396,402,Illinois,41.4906883,-90.4342322,1275 Avenue Of The Cities,61244,Rock Island County,East Moline,17161,"1275 Avenue Of The Cities, East Moline, Illinois, 61244",20900,17161020900,2022,20900,Rock Island County,Illinois,251,0,128,49,74,3650,343,136,903,894,450,669,255,0,51,19.5,29.5,9.4,3.7,24.7,24.5,12.3,18.3,7,2052,71354,74770,5142,395,7.7,4747,92.3,3379,65.7,464,9,0,0,613,11.9,0,0,0,0,291,5.7,425.5,436.6
Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,HIGH SCHOOL,12-Sep,470,447.2,38.6,36.3,18,7.1,54.7,25.2,18,2.1,41.4,36.2,15.9,6.6,524,524,Illinois,41.4286456,-90.4609648,,61240,Rock Island County,Coal Valley,17161,,24000,17161024000,2022,24000,Rock Island County,Illinois,177,13,146,0,18,3029,45,149,819,723,358,498,437,7.3,82.5,0,10.2,1.5,4.9,27,23.9,11.8,16.4,14.4,1654,91111,110601,4191,178,4.2,4013,95.8,3891,92.8,12,0.3,0,0,25,0.6,0,0,67,1.6,18,0.4,447.2,470
Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,HIGH SCHOOL,12-Sep,440.3,414.7,46.9,41.6,8.7,2.8,69.1,26.1,4.5,0.3,53.7,36,7.4,2.9,356,356,Illinois,41.4865493,-90.578247,1400 25th Avenue,61201,Rock Island County,Rock Island,17161,"1400 25th Avenue, Rock Island, Illinois, 61201",23200,17161023200,2022,23200,Rock Island County,Illinois,528,24,334,81,89,3758,39,219,902,1291,263,531,513,4.5,63.3,15.3,16.9,1,5.8,24,34.4,7,14.1,13.7,2451,64671,77408,5363,521,9.7,4842,90.3,4041,75.3,470,8.8,0,0,243,4.5,0,0,16,0.3,72,1.3,414.7,440.3
Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,502.2,481,24.4,41.5,20.7,13.4,37.8,35.4,22,4.9,24.4,46.7,11.1,17.8,82,82,Illinois,41.6178935,-90.268585,9622 256th Street North,61275,Rock Island County,Port Byron,17161,"9622 256th Street North, Port Byron, Illinois, 61275",20102,17161020102,2022,20102,Rock Island County,Illinois,180,5,98,30,47,2689,30,70,717,587,302,640,343,2.8,54.4,16.7,26.1,1.1,2.6,26.7,21.8,11.2,23.8,12.8,1455,102434,124155,3774,270,7.2,3504,92.8,3378,89.5,23,0.6,14,0.4,0,0,0,0,0,0,89,2.4,481,502.2
Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,481,465.3,24.7,48.3,22.5,4.5,46.1,28.1,24.7,1.1,35,40,22.5,2.5,89,89,Illinois,41.3422286,-90.5278153,4701 176th Avenue,61264,Rock Island County,Sherrard,17161,"4701 176th Avenue, Sherrard, Illinois, 61264",24101,17161024101,2022,24101,Rock Island County,Illinois,134,1,54,41,38,2885,37,162,800,756,273,542,315,0.7,40.3,30.6,28.4,1.3,5.6,27.7,26.2,9.5,18.8,10.9,1551,100033,106375,3903,38,1,3865,99,3707,95,0,0,2,0.1,0,0,0,0,0,0,156,4,465.3,481
Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,483.7,468.1,27.5,45.1,23.1,4.4,39.6,37.4,23.1,0,32.6,46.5,20.9,0,91,91,Illinois,41.3859568,-90.7656028,14110 134th Avenue West,61284,Rock Island County,Edgington,17161,"14110 134th Avenue West, Edgington, Illinois, 61284",24103,17161024103,2022,24103,Rock Island County,Illinois,178,26,56,96,0,2903,0,132,925,851,329,450,216,14.6,31.5,53.9,0,0,4.5,31.9,29.3,11.3,15.5,7.4,1581,93114,113197,3925,0,0,3925,100,3886,99,0,0,0,0,9,0.2,0,0,0,0,30,0.8,468.1,483.7
Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,12-Jun,485.4,445,32.1,32.1,32.1,3.6,46.4,50,3.6,0,46.2,23.1,23.1,7.7,28,28,Illinois,38.600573,-89.8100947,200 West Schuetz Street,62254,St. Clair County,Lebanon,17163,"200 West Schuetz Street, Lebanon, Illinois, 62254",504358,17163504358,2022,504358,St. Clair County,Illinois,199,35,83,68,13,2894,36,155,551,827,286,631,408,17.6,41.7,34.2,6.5,1.2,5.4,19,28.6,9.9,21.8,14.1,1635,72120,96310,3775,119,3.2,3656,96.8,3308,87.6,214,5.7,0,0,22,0.6,0,0,0,0,112,3,445,485.4
Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,HIGH SCHOOL,12-Sep,526.9,517.3,14.4,37.8,37.5,10.4,21.1,27.1,46.5,5.4,21.1,35.4,35.4,8.1,299,299,Illinois,38.4955294,-89.8190384,1313 West Main Street,62258,St. Clair County,Mascoutah,17163,"1313 West Main Street, Mascoutah, Illinois, 62258",504356,17163504356,2022,504356,St. Clair County,Illinois,388,66,137,94,91,2981,45,95,657,702,432,607,443,17,35.3,24.2,23.5,1.5,3.2,22,23.5,14.5,20.4,14.9,1511,95197,113378,4633,557,12,4076,88,3679,79.4,158,3.4,0,0,113,2.4,0,0,26,0.6,100,2.2,517.3,526.9
Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,12-Jul,433,446.5,30.8,59,7.7,2.6,48.7,23.1,25.6,2.6,23.8,61.9,9.5,4.8,40,40,Illinois,38.2592201,-89.75074,300 School View Drive,62257,St. Clair County,Marissa,17163,"300 School View Drive, Marissa, Illinois, 62257",504002,17163504002,2022,504002,St. Clair County,Illinois,357,103,80,122,52,3835,154,137,1310,1074,660,348,152,28.9,22.4,34.2,14.6,4,3.6,34.2,28,17.2,9.1,4,2214,74510,85235,5315,84,1.6,5231,98.4,5072,95.4,1,0,4,0.1,0,0,0,0,0,0,154,2.9,446.5,433
New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,490.3,448.1,16.1,51.6,32.3,0,58.1,29,12.9,0,28.6,50,21.4,0,31,31,Illinois,38.3187893,-89.8678368,501 Hanft Street,62264,St. Clair County,New Athens,17163,"501 Hanft Street, New Athens, Illinois, 62264",504001,17163504001,2022,504001,St. Clair County,Illinois,330,26,115,189,0,3908,43,204,1021,904,523,823,390,7.9,34.8,57.3,0,1.1,5.2,26.1,23.1,13.4,21.1,10,2077,91989,121436,5320,34,0.6,5286,99.4,5012,94.2,66,1.2,0,0,47,0.9,0,0,0,0,161,3,448.1,490.3
Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,HIGH SCHOOL,12-Sep,518.8,498.9,21.6,32.4,33.8,12.2,30.4,31.1,36.5,2,25.3,37.3,25.3,12,148,148,Illinois,38.4228734,-89.9116947,401 South Monroe Street,62243,St. Clair County,Freeburg,17163,"401 South Monroe Street, Freeburg, Illinois, 62243",503906,17163503906,2022,503906,St. Clair County,Illinois,339,28,51,224,36,3971,37,102,999,775,666,868,524,8.3,15,66.1,10.6,0.9,2.6,25.2,19.5,16.8,21.9,13.2,2117,86821,98595,5599,65,1.2,5534,98.8,5227,93.4,56,1,3,0.1,78,1.4,0,0,0,0,170,3,498.9,518.8
Cahokia High School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,HIGH SCHOOL,12-Sep,410.3,385,65.8,30.4,3.7,0,85.6,13.8,0.6,0,69.7,26.3,3.9,0,160,161,Illinois,38.5654671,-90.1640263,800 Range Lane,62206,St. Clair County,Sauget,17163,"800 Range Lane, Sauget, Illinois, 62206",502602,17163502602,2022,502602,St. Clair County,Illinois,417,149,149,119,0,2964,72,556,1250,559,290,123,114,35.7,35.7,28.5,0,2.4,18.8,42.2,18.9,9.8,4.1,3.8,1560,34238,48131,4974,79,1.6,4895,98.4,1326,26.7,3310,66.5,78,1.6,83,1.7,0,0,61,1.2,37,0.7,385,410.3
SIU Charter Sch of East St Louis,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,CHARTER SCH,12-Sep,397.8,384.4,77.8,18.5,3.7,0,85.2,7.4,7.4,0,61.5,38.5,0,0,27,27,Illinois,38.6216237,-90.1633555,601 James R Thompson Boulevard,62201,St. Clair County,East St. Louis,17163,"601 James R Thompson Boulevard, East St. Louis, Illinois, 62201",504502,17163504502,2022,504502,St. Clair County,Illinois,13,6,7,0,0,863,38,39,273,142,150,176,45,46.2,53.8,0,0,4.4,4.5,31.6,16.5,17.4,20.4,5.2,410,15368,52228,1119,32,2.9,1087,97.1,26,2.3,1046,93.5,0,0,0,0,0,0,0,0,15,1.3,384.4,397.8
