tract_number,tract_county,tract_state,Hispanic or Latino (of any race) (percentage),Not Hispanic or Latino (percentage),White alone (percentage),Black or African American alone (percentage),American Indian and Alaska Native alone (percentage),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (percentage),Some Other Race alone (percentage),Two or More Races alone (percentage),Total population,Hispanic or Latino (of any race),Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races alone,"18-24, less than high school graduate (percentage)","18-24, high school graduate (includes equivalency) (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate (includes equivalency) (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Population 18 to 24 years,"18-24, less than high school graduate","18-24, high school graduate (includes equivalency)","18-24, some college or associate's degree","18-24, bachelor's degree or higher",Population 25 years and over,"25 and over, less than 9th grade","25 and over, 9th to 12th grade, no diploma","25 and over, high school graduate (includes equivalency)","25 and over, some college, no degree","25 and over, associate's degree","25 and over, bachelor's degree","25 and over, graduate or professional degree",total_households,Median income (dollars),Mean income (dollars)
103.04,Sebastian County,Arkansas,3.3%,96.7%,89.6%,0.3%,0.4%,0.0%,0.0%,0.0%,6.3%,3581.0,118,3463,3210,12,15,1,0,0,225,2.3%,60.0%,24.9%,12.8%,2.9%,11.9%,40.1%,29.5%,5.9%,6.7%,3.1%,390,9,234,97,50,2454,70,293,983,723,146,164,75,"1,313","59,773","90,477"
801.0,Sevier County,Arkansas,19.7%,80.3%,73.4%,3.9%,1.1%,0.0%,0.0%,0.0%,2.0%,3334.0,656,2678,2446,130,36,0,0,0,66,25.9%,49.0%,25.2%,0.0%,5.8%,5.9%,45.9%,21.4%,12.8%,5.6%,2.6%,290,75,142,73,0,2181,126,128,1002,466,280,122,57,"1,181","48,902","64,895"
802.0,Sevier County,Arkansas,29.7%,70.3%,58.7%,1.3%,3.4%,1.2%,0.0%,1.0%,4.7%,3867.0,1150,2717,2269,50,130,45,0,40,183,1.2%,30.1%,61.7%,7.1%,14.1%,9.3%,30.2%,26.7%,5.8%,8.3%,5.7%,326,4,98,201,23,2539,358,236,766,677,146,212,144,"1,359","52,292","78,760"
803.0,Sevier County,Arkansas,62.1%,37.9%,26.1%,5.6%,1.0%,0.0%,3.5%,0.2%,1.4%,5807.0,3604,2203,1517,328,58,0,205,14,81,15.4%,31.6%,48.2%,4.8%,27.3%,19.1%,25.6%,14.1%,3.3%,6.6%,3.9%,706,109,223,340,34,3309,904,633,848,467,109,218,130,"2,128","52,259","60,832"
804.0,Sevier County,Arkansas,4.6%,95.4%,80.3%,8.2%,1.3%,0.0%,0.0%,1.2%,4.5%,2789.0,128,2661,2239,229,35,0,0,33,125,11.6%,32.9%,33.1%,22.4%,3.1%,12.9%,34.2%,30.4%,8.9%,8.2%,2.4%,353,41,116,117,79,1569,49,202,536,477,139,128,38,"1,029","52,829","70,388"
4701.0,Sharp County,Arkansas,0.2%,99.8%,92.1%,0.1%,0.8%,0.3%,0.2%,0.0%,6.5%,1984.0,4,1980,1828,1,15,5,3,0,128,0.0%,65.0%,22.5%,12.5%,3.7%,8.5%,50.0%,24.8%,4.8%,5.9%,2.3%,80,0,52,18,10,1571,58,134,785,390,76,92,36,781,"42,208","68,811"
4702.01,Sharp County,Arkansas,2.7%,97.3%,87.2%,0.7%,0.0%,0.9%,0.0%,0.0%,8.6%,2745.0,74,2671,2393,19,0,24,0,0,235,5.1%,70.5%,24.4%,0.0%,1.1%,11.5%,39.6%,26.4%,7.6%,9.7%,4.1%,312,16,220,76,0,1771,20,203,701,468,134,172,73,"1,082","35,700","53,605"
4702.02,Sharp County,Arkansas,2.7%,97.3%,90.9%,0.3%,0.0%,0.7%,0.0%,0.0%,5.4%,3053.0,82,2971,2775,8,1,21,0,0,166,17.3%,81.2%,1.5%,0.0%,2.0%,9.6%,36.3%,29.3%,8.6%,10.1%,4.1%,133,23,108,2,0,2346,46,225,851,687,202,238,97,"1,272","36,409","46,783"
4703.0,Sharp County,Arkansas,1.7%,98.3%,91.4%,0.7%,0.0%,0.7%,0.0%,0.0%,5.5%,3757.0,63,3694,3435,28,0,26,0,0,205,7.4%,41.3%,39.6%,11.7%,2.8%,10.2%,36.7%,30.9%,7.9%,7.6%,3.9%,230,17,95,91,27,3004,85,307,1101,928,237,228,118,"1,494","40,833","58,244"
4704.01,Sharp County,Arkansas,0.8%,99.2%,95.6%,1.3%,0.0%,0.0%,0.0%,0.0%,2.3%,3152.0,24,3128,3014,42,0,0,0,0,72,8.7%,58.1%,31.5%,1.7%,5.6%,9.9%,44.5%,20.1%,9.2%,6.4%,4.4%,241,21,140,76,4,2133,119,211,949,428,197,136,93,"1,141","63,875","114,302"
4704.02,Sharp County,Arkansas,5.6%,94.4%,90.1%,0.3%,0.2%,0.8%,0.0%,0.0%,3.0%,2906.0,162,2744,2619,9,5,23,0,0,88,14.0%,50.0%,36.0%,0.0%,8.8%,15.1%,40.8%,17.8%,5.2%,10.6%,1.8%,214,30,107,77,0,1926,169,290,785,343,101,204,34,"1,040","48,235","60,434"
9501.0,Stone County,Arkansas,0.1%,99.9%,90.9%,0.0%,0.6%,0.2%,0.0%,0.0%,8.2%,4741.0,4,4737,4309,0,30,8,0,0,390,17.7%,53.9%,18.1%,10.3%,5.2%,14.2%,34.8%,22.2%,10.4%,9.0%,4.2%,310,55,167,56,32,3289,170,467,1144,731,342,297,138,"1,708","44,040","56,804"
9502.01,Stone County,Arkansas,0.0%,100.0%,89.0%,0.0%,0.8%,0.0%,0.0%,0.0%,10.2%,1300.0,0,1300,1157,0,10,0,0,0,133,19.8%,53.1%,27.2%,0.0%,6.1%,8.9%,42.0%,21.1%,12.4%,6.5%,3.0%,81,16,43,22,0,1014,62,90,426,214,126,66,30,557,"32,083","50,930"
9502.03,Stone County,Arkansas,8.9%,91.1%,83.7%,0.0%,1.0%,1.3%,0.0%,0.0%,5.0%,2720.0,243,2477,2277,0,28,36,0,0,136,11.3%,36.2%,49.5%,3.0%,3.8%,4.3%,34.6%,20.1%,12.3%,18.0%,6.9%,301,34,109,149,9,1724,65,74,596,347,212,311,119,914,"33,227","62,331"
9502.04,Stone County,Arkansas,0.5%,99.5%,94.8%,0.4%,0.7%,0.0%,0.0%,0.0%,3.6%,3713.0,19,3694,3519,13,27,0,0,0,135,29.6%,58.5%,6.3%,5.6%,0.6%,10.7%,40.1%,20.6%,13.8%,7.3%,7.0%,142,42,83,9,8,3113,18,333,1247,641,429,228,217,"1,783","35,893","46,455"
9501.0,Union County,Arkansas,1.9%,98.1%,47.4%,49.4%,0.0%,0.1%,0.0%,0.2%,0.9%,2853.0,54,2799,1353,1408,0,4,0,7,27,7.0%,84.5%,8.5%,0.0%,1.4%,8.2%,47.6%,27.7%,4.1%,7.2%,3.8%,71,5,60,6,0,2174,31,179,1035,602,89,156,82,"1,398","36,110","65,928"
9502.0,Union County,Arkansas,4.2%,95.8%,81.0%,12.2%,0.1%,1.0%,0.0%,0.0%,1.5%,3489.0,146,3343,2826,425,3,35,0,0,54,30.6%,44.2%,11.6%,13.6%,2.9%,7.2%,46.1%,18.4%,9.3%,12.6%,3.4%,147,45,65,17,20,2635,77,190,1216,485,246,332,89,"1,503","48,301","64,618"
9503.0,Union County,Arkansas,0.8%,99.2%,69.8%,24.8%,0.0%,0.0%,0.0%,0.0%,4.6%,2733.0,23,2710,1907,677,0,0,0,0,126,0.0%,6.3%,58.1%,35.6%,1.1%,8.9%,38.7%,23.8%,3.4%,14.1%,10.0%,222,0,14,129,79,1869,21,167,723,445,63,263,187,"1,080","58,362","71,197"
9504.01,Union County,Arkansas,4.6%,95.4%,77.1%,14.5%,0.0%,0.0%,0.0%,0.0%,3.8%,1840.0,84,1756,1419,267,0,0,0,0,70,2.0%,13.3%,61.4%,23.2%,15.4%,25.2%,18.2%,17.8%,5.9%,13.5%,4.0%,293,6,39,180,68,1159,179,292,211,206,68,157,46,731,"34,950","60,311"
9504.02,Union County,Arkansas,5.2%,94.8%,71.3%,18.9%,0.3%,0.0%,0.0%,0.0%,4.3%,3758.0,194,3564,2680,712,10,0,0,0,162,2.2%,51.3%,46.5%,0.0%,0.4%,8.2%,35.7%,19.3%,8.1%,21.2%,7.0%,228,5,117,106,0,2554,11,210,911,494,207,542,179,"1,433","67,617","99,337"
9505.01,Union County,Arkansas,6.8%,93.2%,86.3%,4.8%,0.3%,0.0%,0.0%,0.0%,1.8%,3273.0,221,3052,2826,158,9,0,0,0,59,0.0%,27.6%,53.3%,19.1%,0.4%,7.7%,26.2%,33.8%,12.2%,13.7%,6.0%,330,0,91,176,63,2050,8,157,538,692,251,280,124,"1,290","67,750","112,210"
9505.02,Union County,Arkansas,0.0%,100.0%,87.8%,11.9%,0.0%,0.0%,0.0%,0.0%,0.3%,2614.0,0,2614,2295,312,0,0,0,0,7,11.0%,49.5%,19.0%,20.5%,0.3%,3.5%,47.3%,19.8%,3.9%,20.0%,5.2%,210,23,104,40,43,1779,5,62,841,353,70,356,92,"1,021","66,525","85,088"
9506.0,Union County,Arkansas,3.2%,96.8%,45.1%,41.9%,0.0%,4.9%,0.0%,0.0%,4.9%,3427.0,109,3318,1546,1435,0,168,0,0,169,12.2%,61.3%,23.3%,3.2%,4.2%,9.9%,38.7%,9.4%,17.1%,15.0%,5.7%,493,60,302,115,16,2191,92,218,849,206,374,328,124,"1,397","51,716","74,629"
9507.0,Union County,Arkansas,1.0%,99.0%,57.2%,38.3%,0.0%,2.4%,0.0%,0.0%,1.1%,4718.0,47,4671,2698,1807,0,112,0,0,54,16.0%,51.5%,32.5%,0.0%,0.5%,7.3%,41.4%,27.9%,7.2%,5.4%,10.2%,231,37,119,75,0,3139,17,228,1301,875,227,170,321,"1,755","50,286","60,176"
9508.0,Union County,Arkansas,11.6%,88.4%,60.8%,26.7%,0.0%,0.0%,0.0%,0.0%,1.0%,3150.0,364,2786,1914,842,0,0,0,0,30,32.6%,22.5%,40.4%,4.5%,1.9%,10.0%,26.1%,23.4%,5.4%,19.0%,14.2%,178,58,40,72,8,2244,42,224,586,525,121,427,319,"1,337","59,515","96,061"
9509.0,Union County,Arkansas,0.2%,99.8%,22.3%,75.5%,0.0%,0.0%,0.0%,0.0%,2.1%,2298.0,4,2294,512,1734,0,0,0,0,48,25.0%,62.1%,12.9%,0.0%,2.4%,18.5%,45.7%,21.6%,4.8%,6.4%,0.7%,116,29,72,15,0,1554,37,287,710,335,75,99,11,881,"29,876","40,594"
9510.0,Union County,Arkansas,12.0%,88.0%,21.6%,61.3%,0.5%,0.0%,0.0%,0.0%,4.6%,4215.0,505,3710,911,2585,19,0,0,0,195,37.8%,10.6%,51.7%,0.0%,7.2%,7.6%,55.5%,12.0%,8.2%,5.9%,3.7%,445,168,47,230,0,2858,205,217,1585,343,234,168,106,"1,299","36,380","52,675"
4601.0,Van Buren County,Arkansas,0.1%,99.9%,99.4%,0.2%,0.0%,0.0%,0.0%,0.0%,0.2%,4022.0,6,4016,3999,7,0,0,0,0,10,11.5%,53.8%,13.2%,21.4%,10.6%,15.1%,42.0%,17.6%,4.1%,7.0%,3.6%,234,27,126,31,50,2647,281,400,1113,465,109,184,95,"1,530","43,250","58,728"
4602.0,Van Buren County,Arkansas,10.7%,89.3%,88.4%,0.6%,0.2%,0.0%,0.0%,0.0%,0.1%,3192.0,342,2850,2822,19,5,0,0,0,4,20.1%,37.7%,8.5%,33.7%,5.5%,6.6%,49.8%,21.7%,4.1%,9.2%,3.1%,199,40,75,17,67,2231,123,147,1110,485,91,205,70,"1,325","38,787","52,636"
4603.01,Van Buren County,Arkansas,9.8%,90.2%,87.3%,1.1%,0.1%,0.3%,0.0%,0.0%,1.4%,1742.0,170,1572,1521,20,2,5,0,0,24,0.0%,38.0%,62.0%,0.0%,0.9%,5.9%,34.9%,24.4%,11.0%,16.9%,5.9%,71,0,27,44,0,1514,14,90,529,369,166,256,90,984,"47,950","73,039"
4603.03,Van Buren County,Arkansas,0.0%,100.0%,90.4%,0.0%,0.0%,3.9%,0.0%,0.0%,5.7%,1494.0,0,1494,1351,0,0,58,0,0,85,0.0%,78.2%,21.8%,0.0%,1.0%,5.2%,32.8%,25.8%,7.5%,20.7%,7.1%,55,0,43,12,0,1297,13,67,425,334,97,269,92,837,"49,699","60,198"
4603.04,Van Buren County,Arkansas,0.6%,99.4%,94.5%,0.6%,0.7%,0.0%,0.5%,0.0%,3.1%,1892.0,11,1881,1788,12,13,0,10,0,58,9.1%,89.6%,1.2%,0.0%,4.7%,7.8%,34.6%,20.4%,11.2%,11.5%,9.7%,164,15,147,2,0,1420,67,111,492,290,159,163,138,840,"44,531","58,649"
4604.0,Van Buren County,Arkansas,0.1%,99.9%,88.2%,1.2%,2.8%,0.0%,0.0%,0.0%,7.7%,3594.0,4,3590,3169,43,102,0,0,0,276,14.4%,32.0%,51.1%,2.5%,2.8%,8.0%,56.6%,16.7%,4.5%,6.0%,5.3%,278,40,89,142,7,2779,78,222,1574,465,126,168,146,"1,599","54,013","63,932"
101.01,Washington County,Arkansas,17.3%,82.7%,64.2%,3.4%,0.3%,3.6%,1.7%,0.7%,8.8%,4446.0,771,3675,2854,150,15,159,75,29,393,14.5%,47.2%,27.5%,10.8%,8.0%,8.0%,42.4%,22.7%,3.6%,9.8%,5.3%,269,39,127,74,29,3044,245,244,1292,692,111,298,162,"1,750","67,500","85,622"
101.07,Washington County,Arkansas,2.5%,97.5%,84.0%,1.6%,0.0%,2.6%,0.0%,0.9%,8.4%,6629.0,166,6463,5569,103,0,171,0,60,560,5.4%,34.1%,34.1%,26.3%,0.4%,2.3%,16.2%,21.3%,6.6%,26.5%,26.6%,536,29,183,183,141,4517,16,106,734,964,299,1196,1202,"2,624","108,160","133,891"
101.08,Washington County,Arkansas,2.3%,97.7%,89.4%,0.3%,0.3%,4.0%,0.0%,0.1%,3.7%,5812.0,131,5681,5195,20,16,231,0,5,214,18.3%,46.7%,33.3%,1.7%,0.7%,0.1%,10.9%,11.4%,2.6%,36.9%,37.4%,300,55,140,100,5,3796,28,4,414,434,99,1399,1418,"2,136","132,586","205,867"
101.09,Washington County,Arkansas,5.6%,94.4%,84.8%,0.1%,1.4%,0.2%,0.0%,0.1%,7.8%,3223.0,179,3044,2734,3,44,7,0,3,253,15.2%,50.4%,34.4%,0.0%,2.9%,6.1%,32.5%,12.1%,6.6%,24.9%,14.9%,125,19,63,43,0,2306,67,141,749,279,153,574,343,"1,217","95,704","103,988"
101.1,Washington County,Arkansas,5.8%,94.2%,82.6%,4.8%,0.0%,3.3%,1.9%,0.0%,1.6%,4829.0,281,4548,3988,232,0,159,90,0,79,9.1%,52.8%,23.8%,14.4%,4.5%,2.0%,16.0%,15.9%,7.0%,28.6%,25.9%,606,55,320,144,87,3042,138,62,488,483,213,869,789,"2,123","59,672","109,209"
101.11,Washington County,Arkansas,1.1%,98.9%,70.2%,0.0%,0.5%,1.6%,0.0%,0.3%,26.3%,2051.0,23,2028,1440,0,11,32,0,6,539,4.7%,0.0%,85.4%,10.0%,0.6%,1.2%,5.1%,9.3%,9.6%,38.2%,36.0%,471,22,0,402,47,1344,8,16,68,125,129,514,484,964,"76,739","113,220"
101.12,Washington County,Arkansas,3.3%,96.7%,87.8%,0.0%,1.5%,0.0%,0.0%,0.0%,7.4%,2593.0,85,2508,2276,0,40,0,0,0,192,11.5%,26.4%,35.8%,26.4%,2.5%,2.6%,37.0%,18.1%,7.1%,16.5%,16.2%,148,17,39,53,39,1804,45,47,668,326,128,298,292,981,"89,561","118,063"
101.13,Washington County,Arkansas,10.2%,89.8%,76.4%,2.7%,0.2%,3.8%,0.0%,0.0%,6.7%,7841.0,800,7041,5992,208,18,299,0,0,524,32.1%,14.3%,10.2%,43.4%,1.0%,2.0%,22.9%,13.2%,6.3%,31.7%,22.9%,196,63,28,20,85,5178,50,103,1186,682,327,1642,1188,"2,809","101,278","155,725"
101.14,Washington County,Arkansas,6.9%,93.1%,84.8%,1.4%,0.0%,3.1%,0.0%,0.2%,3.7%,3141.0,217,2924,2662,44,0,96,0,5,117,0.0%,41.6%,7.9%,50.5%,0.0%,2.0%,22.3%,19.9%,3.1%,30.7%,22.0%,481,0,200,38,243,2099,0,42,468,417,65,645,462,"1,696","52,388","72,559"
101.15,Washington County,Arkansas,8.9%,91.1%,80.9%,1.7%,0.1%,2.1%,0.0%,0.0%,6.3%,3993.0,357,3636,3230,69,3,84,0,0,250,0.0%,53.8%,10.3%,35.9%,0.0%,1.7%,20.3%,8.5%,22.3%,27.3%,19.9%,117,0,63,12,42,3061,0,52,621,259,682,837,610,"1,683","111,563","131,357"
102.01,Washington County,Arkansas,52.4%,47.6%,24.9%,1.4%,0.0%,0.2%,15.3%,0.0%,5.9%,3804.0,1992,1812,946,53,0,6,583,0,224,9.1%,44.8%,22.7%,23.4%,14.4%,27.3%,24.2%,10.5%,7.4%,15.5%,0.7%,661,60,296,150,155,1991,286,543,482,210,148,308,14,"1,353","37,101","55,801"
102.02,Washington County,Arkansas,52.7%,47.3%,10.5%,3.7%,1.3%,0.0%,22.2%,0.0%,9.6%,3615.0,1906,1709,379,133,46,0,804,0,347,12.2%,84.6%,3.2%,0.0%,26.8%,17.0%,31.3%,15.0%,4.0%,4.5%,1.5%,344,42,291,11,0,1845,494,313,577,277,73,83,28,987,"52,796","55,928"
103.03,Washington County,Arkansas,45.8%,54.2%,31.3%,4.0%,0.0%,6.1%,3.9%,0.0%,9.0%,6606.0,3024,3582,2066,264,0,400,258,0,594,39.3%,30.8%,28.2%,1.6%,21.7%,13.6%,24.0%,11.6%,9.1%,11.5%,8.5%,616,242,190,174,10,4060,879,554,973,471,371,465,347,"2,267","72,316","94,861"
103.04,Washington County,Arkansas,35.0%,65.0%,30.0%,12.0%,0.1%,0.3%,19.3%,0.0%,3.3%,5316.0,1859,3457,1597,640,6,15,1026,0,173,27.6%,48.1%,24.3%,0.0%,11.2%,8.3%,27.5%,20.9%,8.0%,12.7%,11.3%,703,194,338,171,0,2628,295,219,723,549,209,335,298,"1,842","49,299","77,136"
103.05,Washington County,Arkansas,57.2%,42.8%,25.9%,3.4%,0.6%,4.0%,4.9%,0.4%,3.5%,5582.0,3192,2390,1448,188,36,225,273,22,198,13.0%,30.4%,52.4%,4.2%,19.7%,8.3%,25.2%,18.1%,8.2%,16.9%,3.6%,790,103,240,414,33,3405,671,281,858,615,280,576,124,"1,680","78,051","92,564"
103.06,Washington County,Arkansas,62.1%,37.9%,12.9%,4.6%,0.3%,3.4%,4.4%,0.0%,12.4%,4620.0,2868,1752,596,212,13,155,202,0,574,16.8%,78.1%,5.1%,0.0%,27.9%,17.6%,27.7%,11.6%,4.7%,8.9%,1.6%,292,49,228,15,0,2749,766,485,761,319,130,245,43,"1,277","57,068","109,284"
103.07,Washington County,Arkansas,47.8%,52.2%,9.6%,1.3%,0.0%,0.0%,38.3%,1.0%,1.9%,4951.0,2368,2583,475,64,0,0,1898,51,95,33.5%,52.9%,7.0%,6.5%,22.7%,10.4%,50.7%,12.0%,0.1%,1.9%,2.3%,796,267,421,56,52,2943,667,305,1492,352,3,55,69,"1,799","47,578","114,265"
104.01,Washington County,Arkansas,49.4%,50.6%,38.9%,0.4%,0.2%,0.0%,6.1%,0.0%,4.9%,6361.0,3144,3217,2477,28,12,0,387,0,313,49.9%,19.6%,21.8%,8.8%,11.2%,12.6%,33.0%,20.2%,5.5%,10.8%,6.7%,491,245,96,107,43,3855,433,485,1271,778,211,418,259,"2,334","53,990","76,320"
104.02,Washington County,Arkansas,40.1%,59.9%,38.2%,0.0%,1.2%,0.0%,9.0%,2.9%,8.6%,5652.0,2266,3386,2159,0,67,0,511,164,485,12.9%,39.7%,45.4%,2.1%,18.8%,10.2%,28.3%,23.3%,3.1%,13.6%,2.7%,776,100,308,352,16,3223,606,328,913,751,99,438,88,"1,681","63,537","72,875"
104.04,Washington County,Arkansas,77.1%,22.9%,16.1%,0.2%,0.0%,2.2%,0.0%,0.0%,4.4%,2768.0,2135,633,445,6,0,60,0,0,122,36.1%,47.1%,10.6%,6.3%,24.0%,14.9%,35.2%,14.8%,5.3%,5.3%,0.6%,208,75,98,22,13,1331,319,198,469,197,70,70,8,918,"29,569","36,270"
104.05,Washington County,Arkansas,25.8%,74.2%,47.1%,2.7%,0.5%,5.3%,0.0%,2.7%,15.8%,5778.0,1491,4287,2722,158,28,309,0,158,912,35.8%,41.8%,5.4%,17.1%,11.7%,5.4%,35.4%,17.8%,4.0%,13.2%,12.5%,299,107,125,16,51,4240,497,231,1500,754,170,559,529,"1,901","87,063","102,856"
105.01,Washington County,Arkansas,12.2%,87.8%,75.6%,1.2%,0.5%,1.4%,1.8%,0.0%,7.3%,8003.0,977,7026,6052,93,42,111,143,0,585,2.1%,27.4%,11.7%,58.7%,6.0%,4.1%,26.0%,18.4%,4.9%,22.1%,18.4%,707,15,194,83,415,5440,328,225,1414,999,268,1203,1003,"2,930","89,107","137,652"
105.08,Washington County,Arkansas,5.9%,94.1%,82.4%,4.4%,0.5%,2.3%,0.0%,0.0%,4.5%,6999.0,410,6589,5770,308,35,164,0,0,312,10.9%,51.2%,28.8%,9.0%,5.9%,2.9%,24.0%,15.5%,6.4%,29.5%,15.7%,531,58,272,153,48,4714,280,139,1132,731,302,1391,739,"2,986","80,313","101,440"
105.1,Washington County,Arkansas,39.3%,60.7%,43.6%,0.1%,0.6%,2.5%,0.7%,0.6%,12.7%,4806.0,1888,2918,2095,4,30,118,32,27,612,9.9%,62.6%,27.5%,0.0%,14.1%,4.5%,35.9%,17.0%,6.2%,15.8%,6.5%,385,38,241,106,0,3261,459,146,1170,555,203,515,213,"1,654","73,778","87,378"
105.11,Washington County,Arkansas,13.7%,86.3%,64.8%,4.3%,0.0%,1.5%,2.0%,0.0%,13.9%,5787.0,790,4997,3748,246,0,85,116,0,802,1.6%,61.8%,19.6%,17.0%,1.9%,2.4%,19.4%,14.0%,9.6%,23.6%,29.1%,683,11,422,134,116,3843,74,91,747,538,369,907,1117,"2,721","92,705","131,009"
105.12,Washington County,Arkansas,29.7%,70.3%,54.6%,3.0%,0.3%,6.9%,0.6%,0.0%,5.0%,5053.0,1499,3554,2760,153,13,347,30,0,251,6.2%,38.6%,53.3%,1.9%,18.0%,7.0%,20.8%,23.4%,4.8%,13.1%,13.0%,723,45,279,385,14,2837,512,199,589,663,135,371,368,"2,011","58,453","80,073"
105.13,Washington County,Arkansas,9.0%,91.0%,67.1%,0.0%,1.4%,5.2%,0.0%,0.0%,17.2%,3242.0,292,2950,2177,0,45,168,1,0,559,23.0%,54.8%,13.8%,8.5%,7.0%,4.7%,51.0%,15.7%,3.6%,14.6%,3.4%,305,70,167,42,26,2083,145,98,1063,326,76,305,70,"1,216","62,642","76,186"
105.14,Washington County,Arkansas,5.2%,94.8%,63.9%,0.3%,0.2%,0.6%,0.0%,0.0%,29.9%,3916.0,203,3713,2503,10,6,22,0,0,1172,20.1%,36.5%,29.2%,14.2%,4.3%,2.4%,25.9%,35.5%,10.3%,15.6%,6.0%,274,55,100,80,39,2493,107,59,645,886,258,388,150,"1,362","63,021","88,853"
105.15,Washington County,Arkansas,11.6%,88.4%,75.5%,0.4%,0.1%,0.0%,0.0%,0.0%,12.4%,6937.0,802,6135,5240,25,8,0,0,0,862,8.3%,36.2%,42.8%,12.7%,5.4%,5.4%,32.5%,16.0%,7.7%,17.6%,15.4%,362,30,131,155,46,5030,270,271,1637,804,388,886,774,"2,740","100,102","125,713"
105.16,Washington County,Arkansas,4.5%,95.5%,71.7%,6.8%,2.5%,0.0%,0.0%,0.0%,14.5%,4414.0,200,4214,3165,301,109,0,0,0,639,2.9%,12.0%,48.4%,36.6%,0.0%,0.9%,14.3%,18.0%,5.4%,38.7%,22.7%,925,27,111,448,339,2985,0,27,427,537,162,1155,677,"2,324","71,311","71,889"
105.17,Washington County,Arkansas,5.2%,94.8%,73.2%,1.2%,0.0%,1.9%,0.0%,0.0%,18.3%,5505.0,289,5216,4031,68,2,105,2,0,1008,0.0%,32.8%,55.7%,11.5%,3.3%,1.4%,15.7%,11.8%,4.0%,33.8%,30.0%,174,0,57,97,20,4003,134,57,627,472,159,1353,1201,"2,234","113,684","143,135"
105.18,Washington County,Arkansas,10.7%,89.3%,66.6%,0.5%,0.0%,4.4%,3.2%,0.0%,14.5%,4196.0,450,3746,2796,20,0,184,135,1,610,5.9%,22.4%,39.7%,32.1%,4.6%,1.7%,14.3%,15.6%,9.1%,30.4%,24.3%,393,23,88,156,126,2816,129,48,402,440,257,857,683,"1,667","100,134","150,156"
105.19,Washington County,Arkansas,13.2%,86.8%,71.5%,0.3%,0.0%,1.1%,0.0%,0.0%,13.9%,4827.0,635,4192,3452,13,0,55,0,0,672,22.2%,27.7%,50.1%,0.0%,3.0%,1.4%,24.0%,23.6%,6.1%,22.4%,19.5%,365,81,101,183,0,2839,85,40,680,669,174,636,555,"1,599","85,069","123,044"
105.2,Washington County,Arkansas,15.4%,84.6%,70.0%,3.6%,0.6%,3.5%,0.0%,0.0%,6.9%,3931.0,604,3327,2750,143,22,139,0,0,273,5.8%,19.6%,63.6%,11.0%,1.5%,2.0%,19.1%,14.9%,10.8%,30.6%,21.0%,1049,61,206,667,115,2149,33,44,410,320,232,658,452,"1,506","86,634","119,828"
105.21,Washington County,Arkansas,19.7%,80.3%,73.7%,0.4%,0.9%,1.4%,0.0%,0.0%,3.8%,3537.0,697,2840,2607,15,32,51,0,0,135,5.2%,28.8%,50.9%,15.2%,9.6%,2.9%,19.9%,17.9%,4.9%,16.5%,28.4%,1161,60,334,591,176,1782,171,51,354,319,87,294,506,"1,588","65,388","69,049"
106.01,Washington County,Arkansas,15.4%,84.6%,62.5%,8.0%,0.0%,8.4%,0.0%,0.0%,5.6%,3009.0,464,2545,1881,242,0,252,0,0,170,0.0%,34.0%,46.2%,19.8%,10.3%,0.0%,19.7%,14.6%,2.5%,28.0%,24.9%,1251,0,425,578,248,1259,130,0,248,184,31,353,313,"1,382","38,391","56,711"
106.02,Washington County,Arkansas,9.3%,90.7%,65.5%,5.4%,0.6%,4.7%,0.0%,1.9%,12.7%,3834.0,357,3477,2510,206,23,179,0,71,488,0.0%,24.0%,51.8%,24.1%,6.8%,2.1%,36.6%,21.6%,4.0%,19.5%,9.4%,704,0,169,365,170,2677,182,57,980,579,107,521,251,"2,102","32,128","45,292"
107.03,Washington County,Arkansas,14.2%,85.8%,48.4%,18.8%,0.0%,1.1%,0.0%,0.4%,17.1%,3369.0,479,2890,1629,635,0,36,0,13,577,6.8%,30.8%,36.1%,26.3%,1.7%,3.2%,30.7%,25.1%,6.6%,15.4%,17.2%,704,48,217,254,185,1845,32,59,567,463,122,284,318,"1,592","30,842","34,672"
107.04,Washington County,Arkansas,3.4%,96.6%,64.8%,5.5%,1.3%,9.4%,0.2%,0.1%,15.4%,4533.0,153,4380,2939,248,57,425,10,3,698,1.2%,9.6%,75.6%,13.5%,1.3%,7.7%,33.8%,8.0%,8.3%,25.0%,15.8%,2332,29,225,1763,315,1764,23,136,597,141,147,441,279,"1,944","24,557","31,992"
107.05,Washington County,Arkansas,11.6%,88.4%,68.7%,8.8%,0.0%,0.0%,0.0%,1.5%,9.5%,3770.0,436,3334,2591,331,0,0,0,55,357,17.2%,35.1%,39.1%,8.6%,0.6%,3.4%,25.0%,20.3%,6.8%,30.4%,13.4%,151,26,53,59,13,2792,18,95,698,568,189,849,375,"1,795","58,527","69,496"
